region	sector	unit
CY	Sub-Bituminous Coal	M.EUR
CY	Patent Fuel	M.EUR
CY	Lignite/Brown Coal	M.EUR
CY	BKB/Peat Briquettes	M.EUR
CY	Peat	M.EUR
CY	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
CY	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
CY	Natural Gas Liquids	M.EUR
CY	Other Hydrocarbons	M.EUR
CY	Uranium and thorium ores (12)	M.EUR
CY	Iron ores	M.EUR
CY	Copper ores and concentrates	M.EUR
CY	Nickel ores and concentrates	M.EUR
CY	Aluminium ores and concentrates	M.EUR
CY	Precious metal ores and concentrates	M.EUR
CY	Lead, zinc and tin ores and concentrates	M.EUR
CY	Other non-ferrous metal ores and concentrates	M.EUR
CY	Stone	M.EUR
CY	Sand and clay	M.EUR
CY	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
CY	Products of meat cattle	M.EUR
CY	Products of meat pigs	M.EUR
CY	Products of meat poultry	M.EUR
CY	Meat products nec	M.EUR
CY	products of Vegetable oils and fats	M.EUR
CY	Dairy products	M.EUR
CY	Processed rice	M.EUR
CY	Sugar	M.EUR
CY	Food products nec	M.EUR
CY	Beverages	M.EUR
CY	Fish products	M.EUR
CY	Tobacco products (16)	M.EUR
CY	Textiles (17)	M.EUR
CY	Wearing apparel; furs (18)	M.EUR
CY	Leather and leather products (19)	M.EUR
CY	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
CY	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
CY	Pulp	M.EUR
CY	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
CY	Paper and paper products	M.EUR
CY	Printed matter and recorded media (22)	M.EUR
CY	Coke Oven Coke	M.EUR
CY	Gas Coke	M.EUR
CY	Coal Tar	M.EUR
CY	Motor Gasoline	M.EUR
CY	Aviation Gasoline	M.EUR
CY	Gasoline Type Jet Fuel	M.EUR
CY	Kerosene Type Jet Fuel	M.EUR
CY	Kerosene	M.EUR
CY	Gas/Diesel Oil	M.EUR
CY	Heavy Fuel Oil	M.EUR
CY	Refinery Gas	M.EUR
CY	Liquefied Petroleum Gases (LPG)	M.EUR
CY	Refinery Feedstocks	M.EUR
CY	Ethane	M.EUR
CY	Naphtha	M.EUR
CY	White Spirit & SBP	M.EUR
CY	Lubricants	M.EUR
CY	Bitumen	M.EUR
CY	Paraffin Waxes	M.EUR
CY	Petroleum Coke	M.EUR
CY	Non-specified Petroleum Products	M.EUR
CY	Nuclear fuel	M.EUR
CY	Plastics, basic	M.EUR
CY	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
CY	N-fertiliser	M.EUR
CY	P- and other fertiliser	M.EUR
CY	Chemicals nec	M.EUR
CY	Charcoal	M.EUR
CY	Additives/Blending Components	M.EUR
CY	Biogasoline	M.EUR
CY	Biodiesels	M.EUR
CY	Other Liquid Biofuels	M.EUR
CY	Rubber and plastic products (25)	M.EUR
CY	Glass and glass products	M.EUR
CY	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
CY	Ceramic goods	M.EUR
CY	Bricks, tiles and construction products, in baked clay	M.EUR
CY	Cement, lime and plaster	M.EUR
CY	Ash for treatment, Re-processing of ash into clinker	M.EUR
CY	Other non-metallic mineral products	M.EUR
CY	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
CY	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
CY	Precious metals	M.EUR
CY	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
CY	Aluminium and aluminium products	M.EUR
CY	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
CY	Lead, zinc and tin and products thereof	M.EUR
CY	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
CY	Copper products	M.EUR
CY	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
CY	Other non-ferrous metal products	M.EUR
CY	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
CY	Foundry work services	M.EUR
CY	Fabricated metal products, except machinery and equipment (28)	M.EUR
CY	Machinery and equipment n.e.c. (29)	M.EUR
CY	Office machinery and computers (30)	M.EUR
CY	Electrical machinery and apparatus n.e.c. (31)	M.EUR
CY	Radio, television and communication equipment and apparatus (32)	M.EUR
CY	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
CY	Motor vehicles, trailers and semi-trailers (34)	M.EUR
CY	Other transport equipment (35)	M.EUR
CY	Furniture; other manufactured goods n.e.c. (36)	M.EUR
CY	Secondary raw materials	M.EUR
CY	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
CY	Electricity by coal	M.EUR
CY	Electricity by gas	M.EUR
CY	Electricity by nuclear	M.EUR
CY	Electricity by hydro	M.EUR
CY	Electricity by wind	M.EUR
CY	Electricity by petroleum and other oil derivatives	M.EUR
CY	Electricity by biomass and waste	M.EUR
CY	Electricity by solar photovoltaic	M.EUR
CY	Electricity by solar thermal	M.EUR
CY	Electricity by tide, wave, ocean	M.EUR
CY	Electricity by Geothermal	M.EUR
CY	Electricity nec	M.EUR
CY	Transmission services of electricity	M.EUR
CY	Distribution and trade services of electricity	M.EUR
CY	Coke oven gas	M.EUR
CY	Blast Furnace Gas	M.EUR
CY	Oxygen Steel Furnace Gas	M.EUR
CY	Gas Works Gas	M.EUR
CY	Biogas	M.EUR
CY	Distribution services of gaseous fuels through mains	M.EUR
CY	Steam and hot water supply services	M.EUR
CY	Collected and purified water, distribution services of water (41)	M.EUR
CY	Construction work (45)	M.EUR
CY	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
CY	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
CY	Retail trade services of motor fuel	M.EUR
CY	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
CY	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
CY	Hotel and restaurant services (55)	M.EUR
CY	Railway transportation services	M.EUR
CY	Other land transportation services	M.EUR
CY	Transportation services via pipelines	M.EUR
CY	Sea and coastal water transportation services	M.EUR
CY	Inland water transportation services	M.EUR
CY	Air transport services (62)	M.EUR
CY	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
CY	Post and telecommunication services (64)	M.EUR
CY	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
CY	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
CY	Services auxiliary to financial intermediation (67)	M.EUR
CY	Real estate services (70)	M.EUR
CY	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
CY	Computer and related services (72)	M.EUR
CY	Research and development services (73)	M.EUR
CY	Other business services (74)	M.EUR
CY	Public administration and defence services; compulsory social security services (75)	M.EUR
CY	Education services (80)	M.EUR
CY	Health and social work services (85)	M.EUR
CY	Food waste for treatment: incineration	M.EUR
CY	Paper waste for treatment: incineration	M.EUR
CY	Plastic waste for treatment: incineration	M.EUR
CY	Intert/metal waste for treatment: incineration	M.EUR
CY	Textiles waste for treatment: incineration	M.EUR
CY	Wood waste for treatment: incineration	M.EUR
CY	Oil/hazardous waste for treatment: incineration	M.EUR
CY	Food waste for treatment: biogasification and land application	M.EUR
CY	Paper waste for treatment: biogasification and land application	M.EUR
CY	Sewage sludge for treatment: biogasification and land application	M.EUR
CY	Food waste for treatment: composting and land application	M.EUR
CY	Paper and wood waste for treatment: composting and land application	M.EUR
CY	Food waste for treatment: waste water treatment	M.EUR
CY	Other waste for treatment: waste water treatment	M.EUR
CY	Food waste for treatment: landfill	M.EUR
CY	Paper for treatment: landfill	M.EUR
CY	Plastic waste for treatment: landfill	M.EUR
CY	Inert/metal/hazardous waste for treatment: landfill	M.EUR
CY	Textiles waste for treatment: landfill	M.EUR
CY	Wood waste for treatment: landfill	M.EUR
CY	Membership organisation services n.e.c. (91)	M.EUR
CY	Recreational, cultural and sporting services (92)	M.EUR
CY	Other services (93)	M.EUR
CY	Private households with employed persons (95)	M.EUR
CY	Extra-territorial organizations and bodies	M.EUR
CZ	Paddy rice	M.EUR
CZ	Wheat	M.EUR
CZ	Cereal grains nec	M.EUR
CZ	Vegetables, fruit, nuts	M.EUR
CZ	Oil seeds	M.EUR
CZ	Sugar cane, sugar beet	M.EUR
CZ	Plant-based fibers	M.EUR
CZ	Crops nec	M.EUR
CZ	Cattle	M.EUR
CZ	Pigs	M.EUR
CZ	Poultry	M.EUR
CZ	Meat animals nec	M.EUR
CZ	Animal products nec	M.EUR
CZ	Raw milk	M.EUR
CZ	Wool, silk-worm cocoons	M.EUR
CZ	Manure (conventional treatment)	M.EUR
CZ	Manure (biogas treatment)	M.EUR
CZ	Products of forestry, logging and related services (02)	M.EUR
CZ	Fish and other fishing products; services incidental of fishing (05)	M.EUR
CZ	Anthracite	M.EUR
CZ	Coking Coal	M.EUR
CZ	Other Bituminous Coal	M.EUR
CZ	Sub-Bituminous Coal	M.EUR
CZ	Patent Fuel	M.EUR
CZ	Lignite/Brown Coal	M.EUR
CZ	BKB/Peat Briquettes	M.EUR
CZ	Peat	M.EUR
CZ	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
CZ	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
CZ	Natural Gas Liquids	M.EUR
CZ	Other Hydrocarbons	M.EUR
CZ	Uranium and thorium ores (12)	M.EUR
CZ	Iron ores	M.EUR
CZ	Copper ores and concentrates	M.EUR
CZ	Nickel ores and concentrates	M.EUR
CZ	Aluminium ores and concentrates	M.EUR
CZ	Precious metal ores and concentrates	M.EUR
CZ	Lead, zinc and tin ores and concentrates	M.EUR
CZ	Other non-ferrous metal ores and concentrates	M.EUR
CZ	Stone	M.EUR
CZ	Sand and clay	M.EUR
CZ	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
CZ	Products of meat cattle	M.EUR
CZ	Products of meat pigs	M.EUR
CZ	Products of meat poultry	M.EUR
CZ	Meat products nec	M.EUR
CZ	products of Vegetable oils and fats	M.EUR
CZ	Dairy products	M.EUR
CZ	Processed rice	M.EUR
CZ	Sugar	M.EUR
CZ	Food products nec	M.EUR
CZ	Beverages	M.EUR
CZ	Fish products	M.EUR
CZ	Tobacco products (16)	M.EUR
CZ	Textiles (17)	M.EUR
CZ	Wearing apparel; furs (18)	M.EUR
CZ	Leather and leather products (19)	M.EUR
CZ	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
CZ	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
CZ	Pulp	M.EUR
CZ	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
CZ	Paper and paper products	M.EUR
CZ	Printed matter and recorded media (22)	M.EUR
CZ	Coke Oven Coke	M.EUR
CZ	Gas Coke	M.EUR
CZ	Coal Tar	M.EUR
CZ	Motor Gasoline	M.EUR
CZ	Aviation Gasoline	M.EUR
CZ	Gasoline Type Jet Fuel	M.EUR
CZ	Kerosene Type Jet Fuel	M.EUR
CZ	Kerosene	M.EUR
CZ	Gas/Diesel Oil	M.EUR
CZ	Heavy Fuel Oil	M.EUR
CZ	Refinery Gas	M.EUR
CZ	Liquefied Petroleum Gases (LPG)	M.EUR
CZ	Refinery Feedstocks	M.EUR
CZ	Ethane	M.EUR
CZ	Naphtha	M.EUR
CZ	White Spirit & SBP	M.EUR
CZ	Lubricants	M.EUR
CZ	Bitumen	M.EUR
CZ	Paraffin Waxes	M.EUR
CZ	Petroleum Coke	M.EUR
CZ	Non-specified Petroleum Products	M.EUR
CZ	Nuclear fuel	M.EUR
CZ	Plastics, basic	M.EUR
CZ	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
CZ	N-fertiliser	M.EUR
CZ	P- and other fertiliser	M.EUR
CZ	Chemicals nec	M.EUR
CZ	Charcoal	M.EUR
CZ	Additives/Blending Components	M.EUR
CZ	Biogasoline	M.EUR
CZ	Biodiesels	M.EUR
CZ	Other Liquid Biofuels	M.EUR
CZ	Rubber and plastic products (25)	M.EUR
CZ	Glass and glass products	M.EUR
CZ	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
CZ	Ceramic goods	M.EUR
CZ	Bricks, tiles and construction products, in baked clay	M.EUR
CZ	Cement, lime and plaster	M.EUR
CZ	Ash for treatment, Re-processing of ash into clinker	M.EUR
CZ	Other non-metallic mineral products	M.EUR
CZ	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
CZ	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
CZ	Precious metals	M.EUR
CZ	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
CZ	Aluminium and aluminium products	M.EUR
CZ	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
CZ	Lead, zinc and tin and products thereof	M.EUR
CZ	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
CZ	Copper products	M.EUR
CZ	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
CZ	Other non-ferrous metal products	M.EUR
CZ	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
CZ	Foundry work services	M.EUR
CZ	Fabricated metal products, except machinery and equipment (28)	M.EUR
CZ	Machinery and equipment n.e.c. (29)	M.EUR
CZ	Office machinery and computers (30)	M.EUR
CZ	Electrical machinery and apparatus n.e.c. (31)	M.EUR
CZ	Radio, television and communication equipment and apparatus (32)	M.EUR
CZ	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
CZ	Motor vehicles, trailers and semi-trailers (34)	M.EUR
CZ	Other transport equipment (35)	M.EUR
CZ	Furniture; other manufactured goods n.e.c. (36)	M.EUR
CZ	Secondary raw materials	M.EUR
CZ	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
CZ	Electricity by coal	M.EUR
CZ	Electricity by gas	M.EUR
CZ	Electricity by nuclear	M.EUR
CZ	Electricity by hydro	M.EUR
CZ	Electricity by wind	M.EUR
CZ	Electricity by petroleum and other oil derivatives	M.EUR
CZ	Electricity by biomass and waste	M.EUR
CZ	Electricity by solar photovoltaic	M.EUR
CZ	Electricity by solar thermal	M.EUR
CZ	Electricity by tide, wave, ocean	M.EUR
CZ	Electricity by Geothermal	M.EUR
CZ	Electricity nec	M.EUR
CZ	Transmission services of electricity	M.EUR
CZ	Distribution and trade services of electricity	M.EUR
CZ	Coke oven gas	M.EUR
CZ	Blast Furnace Gas	M.EUR
CZ	Oxygen Steel Furnace Gas	M.EUR
CZ	Gas Works Gas	M.EUR
CZ	Biogas	M.EUR
CZ	Distribution services of gaseous fuels through mains	M.EUR
CZ	Steam and hot water supply services	M.EUR
CZ	Collected and purified water, distribution services of water (41)	M.EUR
CZ	Construction work (45)	M.EUR
CZ	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
CZ	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
CZ	Retail trade services of motor fuel	M.EUR
CZ	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
CZ	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
CZ	Hotel and restaurant services (55)	M.EUR
CZ	Railway transportation services	M.EUR
CZ	Other land transportation services	M.EUR
CZ	Transportation services via pipelines	M.EUR
CZ	Sea and coastal water transportation services	M.EUR
CZ	Inland water transportation services	M.EUR
CZ	Air transport services (62)	M.EUR
CZ	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
CZ	Post and telecommunication services (64)	M.EUR
CZ	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
CZ	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
CZ	Services auxiliary to financial intermediation (67)	M.EUR
CZ	Real estate services (70)	M.EUR
CZ	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
CZ	Computer and related services (72)	M.EUR
CZ	Research and development services (73)	M.EUR
CZ	Other business services (74)	M.EUR
CZ	Public administration and defence services; compulsory social security services (75)	M.EUR
CZ	Education services (80)	M.EUR
CZ	Health and social work services (85)	M.EUR
CZ	Food waste for treatment: incineration	M.EUR
CZ	Paper waste for treatment: incineration	M.EUR
CZ	Plastic waste for treatment: incineration	M.EUR
CZ	Intert/metal waste for treatment: incineration	M.EUR
CZ	Textiles waste for treatment: incineration	M.EUR
CZ	Wood waste for treatment: incineration	M.EUR
CZ	Oil/hazardous waste for treatment: incineration	M.EUR
CZ	Food waste for treatment: biogasification and land application	M.EUR
