region		FR	FR	FR	FR	FR	FR	FR	Europe	Europe	Europe	Europe	Europe	Europe	Europe	BRICS	BRICS	BRICS	BRICS	BRICS	BRICS	BRICS	Other_OECD	Other_OECD	Other_OECD	Other_OECD	Other_OECD	Other_OECD	Other_OECD	RoW	RoW	RoW	RoW	RoW	RoW	RoW
category		Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Exports: Total (fob)	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Exports: Total (fob)	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Exports: Total (fob)	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Exports: Total (fob)	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Exports: Total (fob)
Other_OECD	Machinery	5987.8040213	0	1779.83783528	22419.4145873	508.329541464	0	0	9362.79545153	59.7717037241	1025.67935923	40358.8930877	2125.95284623	0	0	2696.0846701	9.86011060441	7.18458103041	14785.5158985	3506.4114193	0	0	154362.475626	0	882.513184877	719195.439974	13645.5779572	0	0	23094.1966171	0.0363646966586	1835.61677988	126433.145866	501.234558364	0	0
Other_OECD	Electronics	0	0	0	0	0	0	0	6435.65731431	45.6864217681	5.02760089553	4342.25147588	545.138226048	0	0	12626.8646017	109.12690926	127.669022074	13312.8080109	1267.01227447	0	0	92864.980896	0	16.221120783	225251.427581	8289.9679971	0	0	28414.0773682	0.132785028363	1.432982098	58468.5126954	100.516657082	0	0
Other_OECD	Fossil fuels	0	0	0	0	0	0	0	6278.27549162	0.142319119475	5.79527527057	0.0767553985745	288.562177912	0	0	527.074574139	17.7802974353	19.1384579374	1.72387434847e-07	764.080104114	0	0	328430.69393	0	30.53575478	72.1547890377	11495.0197543	0	0	23203.1442419	0.972339746223	27.2958399154	0.0539102728404	116.205232253	0	0
Other_OECD	Electricity and heat	0	0	0	0	0	0	0	99.5019623392	0	0.712937391611	0	0	0	0	0	0	0	0	0	0	0	262261.55687	6.6116505481	6.61722496996	5.19139993893	1252.91127576	0	0	0.000532426050244	9.86822052413e-06	2.46860782527e-08	0	0	0	0
Other_OECD	Transport services	0	0	0	0	0	0	0	21194.5696364	1.49668473673	665.252464788	23.8522636354	2.03370159671	0	0	3471.13435382	64.0541849734	253.98054415	1160.18453953	87.4585781841	0	0	771414.258705	3484.26338632	5426.09075189	19788.6662583	29196.7002199	0	0	3222.86961998	5.15342900342	42.9451104084	30.1842078556	49.6229815502	0	0
Other_OECD	Composite	24932.4210264	1848.42813297	4875.63429267	15988.8154276	2788.49228639	0	0	88085.4483593	2515.54165944	8531.83366578	11172.1266316	792.482314927	0	0	56069.3359125	3100.84869686	6575.72172973	1130.62799369	1202.46634305	0	0	12052373.3227	1558421.95025	4682627.9524	1368232.00892	140422.929822	0	0	73552.2742665	1506.25588372	8110.73814246	29460.9962763	222.129578174	0	0
RoW	Agriculture	0	0	0	0	0	0	0	25926.7569755	40.9549872894	31.9884728844	399.045935487	789.204656672	0	0	26053.3623761	1944.43467623	797.197152854	2159.53581204	812.893098236	0	0	28655.5741636	254.43854912	31.5413850122	293.208010194	810.782704191	0	0	417355.622378	1206.39668568	4698.33798306	18417.8036472	2860.46521816	1513.81848521	0
RoW	Crude coal	0	0	0	0	0	0	0	44.9533056963	0.0569280840882	9.42693997916	0.26364437022	31.3464435415	0	0	22.3870949407	0.831589290603	3.04082164248	1.9702403746e-07	27.3126919132	0	0	5.67517991053	0.0028829619025	47.8352750811	0.027373306562	11.1005580384	0	0	1306.7683935	0.00837932688266	8.86490408888	45.2533093237	778.354388036	1654.54720755	0
RoW	Crude oil	0	0	0	0	0	0	0	0	0	21.260794285	6.09374080657	5.86819486168	0	0	0	0	0	3.08135869053e-07	199.074652076	0	0	0	0	0	3231.13822509	58.7230603444	0	0	0	0.0014278565767	0.135932747011	11040.451711	1904.61240623	851.27149561	0
RoW	Natural gas	0	0	0	0	0	0	0	0	0	0	4.4267490435	635.174196965	0	0	395.430900153	0.00442338759511	0.0411421361331	3.10673024774e-07	4488.27095192	0	0	2.47381964133e-08	0	0	8.94613386523	2719.55436408	0	0	35348.1436619	0.107933052907	7.52082450952	22473.8209191	4870.98599472	1728.30109198	0
RoW	Extractive industry	0	0	0	0	0	0	0	15.747335458	0	0.0356347450795	5.98160206113	254.343514841	0	0	49.8397586044	0	0	0	925.093261017	0	0	8.45600233059	0.155881788899	0.0324187268109	588.202692917	135.324433696	0	0	153.180656211	0.00350099866576	8.85954948466	2665.40228958	3798.69739849	2404.62277056	0
RoW	Biomass_industry	0	0	0	0	0	0	0	15344.1007149	63.7598671654	28.4851439949	177.332997983	325.748843848	0	0	24242.2919088	41.2580497824	46.3420382718	64.2877501237	533.655379653	0	0	43378.1913051	1.50471328337	25.0847998014	103.427604296	957.741763509	0	0	551707.191658	5.29386371099	1194.32199888	6082.37692003	1722.62844342	0	0
RoW	Clothing	0	0	0	0	0	0	0	16129.7828811	11.7368005417	14.5823981944	153.318856482	127.531125882	0	0	3677.49193776	22.3260580626	23.4289706129	16.124208119	134.348598554	0	0	47314.8220886	0	23.350438561	128.689965907	218.709447326	0	0	120460.875342	2.21563073904	98.6130698826	2658.9435491	3332.08887049	0	0
RoW	Heavy_industry	0	0	0	0	0	0	0	15852.8804635	36.4615295282	3653.96865254	418.063966982	820.282868707	0	0	12281.098268	360.499289583	259.288658778	1433.00789941	2620.86232638	0	0	54384.331673	2452.89861163	2550.32382484	753.900188915	1764.69423862	0	0	125142.973436	63.6265601783	1281.96453676	4563.27830536	2166.90029956	980.071975365	0
RoW	Construction	0	0	0	0	0	0	0	104.287808867	0.000253294904006	3.75783245516	3637.71274875	1.98205382026	0	0	38.3612091359	0	0	3767.73309922	0	0	0	0.286166550968	0.0747706262306	0.0315433134453	3014.16015506	1.36025334373	0	0	31109.5058056	4259.55508425	11296.8134894	1041282.42154	0	0	0
RoW	Automobile	0	0	0	0	0	0	0	3147.8460246	3.40194123269	1.8557812563	4055.97032149	101.157154284	0	0	8838.51827246	90.8515407586	73.8896284109	11798.3436678	979.414467732	0	0	8055.89458351	0	0	17641.2772438	246.214927506	0	0	123284.705625	4.18637625267	103.646901795	95732.9111439	814.619151322	6460.37191559	0
RoW	Oth transport equipment	0	0	0	0	0	0	0	2351.1999291	104.084998543	17.0617516578	3117.23312643	1049.59387341	0	0	253.311812673	2.49345275447	1.31672544426	4446.4285816	719.252646126	0	0	2306.98336124	0	3.76913729741	7613.52992074	182.677939972	0	0	8362.9974999	0.00654139633776	88.1509937469	18893.9215281	14.1565644031	0	0
RoW	Machinery	0	0	0	0	0	0	0	3625.73518196	20.3100801978	267.769712796	18000.573313	640.334474769	0	0	2029.47388686	12.5053126665	8.40675733711	11496.7209098	1750.67545187	0	0	17455.9084722	0	57.8049295354	47646.1438146	637.454915583	0	0	57377.2673457	1.74253364322	2574.40823814	268060.264549	2474.80412514	0	0
RoW	Electronics	0	0	0	0	0	0	0	6661.30611648	47.7565955846	4.81857685865	3682.33806955	465.7924765	0	0	6531.26507461	164.153694101	192.256323516	5996.47496464	948.937321942	0	0	11670.3002707	0	3.99633592284	21541.1594847	649.218510095	0	0	67547.9295762	1.56830417975	50.776127396	89936.3811323	1507.70556973	0	0
RoW	Fossil fuels	0	0	0	0	0	0	0	3295.98919624	3.25082530178	17.3633185799	0.1884693562	279.306163659	0	0	1376.49403803	83.4153357167	94.2354026084	2.16757578132e-08	988.132998242	0	0	12767.7722453	0	12.9356717099	0.03569139446	409.009652245	0	0	101375.952355	2.51937937245	116.52932186	2.66388622275	2159.7154383	0	0
RoW	Electricity and heat	0	0	0	0	0	0	0	0.0331011882323	0	9.35059894557e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95462.6757831	0.552817551694	481.119016854	4.67346353157	0	0	0
RoW	Transport services	0	0	0	0	0	0	0	20244.6257873	3.36596236264	1228.95887821	57.6660471294	4.5736191099	0	0	3789.92438356	36.2018585309	118.056989521	984.149792854	49.7079104146	0	0	18593.5138913	61.8540487507	71.8995639137	250.717480564	99.2681725147	0	0	188139.255532	2716.67573871	20145.4032934	10515.0102903	7145.29614433	25101.7195287	0
RoW	Composite	0	0	0	0	0	0	0	45645.0798749	3379.72590065	9469.92184545	7436.02584746	119.003504511	0	0	25292.3099501	2722.51377509	2713.52359367	1099.02326313	1589.50177777	0	0	113442.577155	13256.2436908	26393.7248188	9848.58370667	763.66306948	0	0	3055817.85706	548417.848186	1504644.74795	475028.487339	12183.2674284	9975.44953225	0
